env,arm,t,n_seeds,seeds,sr_mean_pct,sr_se_pct,sr_per_seed,call_ratio
pusht,icem_router_mp_tauown,100,8,42|43|44|45|46|47|48|49,92.78,0.47,91.41|93.36|94.14|94.53|93.75|92.19|91.02|91.80,0.623
pusht,icem_router_rt0.10_tauown,100,8,42|43|44|45|46|47|48|49,92.34,0.36,90.23|92.58|92.19|93.36|92.19|93.36|91.80|92.97,0.621
pusht,leflow_accept_tauown,100,8,42|43|44|45|46|47|48|49,14.84,0.75,13.67|11.72|16.02|13.28|18.36|16.80|14.06|14.84,0.971
pusht,leflow_router_tauown,100,8,42|43|44|45|46|47|48|49,14.99,0.56,14.84|14.06|15.62|16.02|17.58|13.67|12.50|15.62,0.971
pusht,mppi_router_mp_rt0.10_tauown,100,8,42|43|44|45|46|47|48|49,95.70,0.35,95.31|96.09|96.48|94.14|97.27|96.09|94.92|95.31,0.647
pusht,mppi_router_mp_tauown,100,8,42|43|44|45|46|47|48|49,95.51,0.47,95.31|95.31|96.48|96.88|96.88|94.53|95.70|92.97,0.643
pusht,mppi_router_rt0.10_tauown,100,8,42|43|44|45|46|47|48|49,95.36,0.39,95.31|94.92|96.88|95.70|96.88|94.92|94.53|93.75,0.650
pusht,router_lat_tauown,100,8,42|43|44|45|46|47|48|49,95.16,0.31,94.53|95.70|94.92|94.92|96.48|94.92|93.75|96.09,0.565
pusht,router_rt0.10_tauown,100,8,42|43|44|45|46|47|48|49,95.07,0.42,93.75|94.53|95.31|96.09|95.70|94.92|93.36|96.88,0.569
pusht,gcidm_router_tauown,150,8,42|43|44|45|46|47|48|49,93.12,0.58,94.14|94.92|91.80|94.14|92.58|89.84|93.75|93.75,0.790
pusht,gcidm_surv_tauown,150,8,42|43|44|45|46|47|48|49,93.75,0.43,95.31|94.53|94.92|92.58|93.75|92.97|91.80|94.14,0.791
pusht,gcrouter_off_s42_mp_rt0.10_tauown,150,8,42|43|44|45|46|47|48|49,93.56,0.31,92.58|94.53|94.92|92.97|93.36|94.14|92.58|93.36,0.730
pusht,gcrouter_off_s42_mp_tauown,150,8,42|43|44|45|46|47|48|49,93.65,0.47,94.53|94.53|93.75|92.97|95.31|91.80|94.53|91.80,0.730
