file,header,env,subgoal,mode,n,seed,S,eval_filter,offset,budget,epfile,sr20,sr5,srq,call_ratio,tau,k
klowjob_2271112_0.log,,reacher,gdm,,128,42,10,,100,200,reacher_klow.ep100.t0.json,,,95.31,,,
klowjob_2271112_1.log,,reacher,gdm,,128,43,10,,100,200,reacher_klow.ep100.t1.json,,,96.88,,,
klowjob_2271112_10.log,,reacher,specaccept,,128,44,10,,100,200,reacher_klow.ep100.t10.json,,,95.31,1.000,0.2,1
klowjob_2271112_11.log,,reacher,specaccept,,128,45,10,,100,200,reacher_klow.ep100.t11.json,,,94.53,1.000,0.2,1
klowjob_2271112_12.log,,reacher,specaccept,,128,42,10,,100,200,reacher_klow.ep100.t12.json,,,95.31,1.000,0.2,2
klowjob_2271112_13.log,,reacher,specaccept,,128,43,10,,100,200,reacher_klow.ep100.t13.json,,,97.66,1.000,0.2,2
klowjob_2271112_14.log,,reacher,specaccept,,128,44,10,,100,200,reacher_klow.ep100.t14.json,,,96.09,1.000,0.2,2
klowjob_2271112_15.log,,reacher,specaccept,,128,45,10,,100,200,reacher_klow.ep100.t15.json,,,94.53,1.000,0.2,2
klowjob_2271112_16.log,,pusht,gdm,long,256,42,,none,100,200,pusht.episodes150as100.json,56.25,43.36,,,,
klowjob_2271112_17.log,,pusht,gdm,long,256,43,,none,100,200,pusht.episodes150as100.json,54.69,45.70,,,,
klowjob_2271112_18.log,,pusht,gdm,long,256,44,,none,100,200,pusht.episodes150as100.json,54.30,41.02,,,,
klowjob_2271112_19.log,,pusht,gdm,long,256,45,,none,100,200,pusht.episodes150as100.json,58.20,40.62,,,,
klowjob_2271112_2.log,,reacher,gdm,,128,44,10,,100,200,reacher_klow.ep100.t2.json,,,95.31,,,
klowjob_2271112_20.log,,pusht,gdm,long,256,42,,none,100,200,pusht.episodes150as100.json,53.12,46.09,,,,
klowjob_2271112_21.log,,pusht,gdm,long,256,43,,none,100,200,pusht.episodes150as100.json,55.86,41.80,,,,
klowjob_2271112_22.log,,pusht,gdm,long,256,44,,none,100,200,pusht.episodes150as100.json,53.52,44.92,,,,
klowjob_2271112_23.log,,pusht,gdm,long,256,45,,none,100,200,pusht.episodes150as100.json,57.42,43.75,,,,
klowjob_2271112_24.log,,pusht,specaccept,long,256,42,,none,100,200,pusht.episodes150as100.json,55.86,44.92,,1.000,0.2,1
klowjob_2271112_25.log,,pusht,specaccept,long,256,43,,none,100,200,pusht.episodes150as100.json,53.52,41.80,,1.000,0.2,1
klowjob_2271112_26.log,,pusht,specaccept,long,256,44,,none,100,200,pusht.episodes150as100.json,53.12,41.80,,1.000,0.2,1
klowjob_2271112_27.log,,pusht,specaccept,long,256,45,,none,100,200,pusht.episodes150as100.json,56.25,44.53,,1.000,0.2,1
klowjob_2271112_28.log,,pusht,specaccept,long,256,42,,none,100,200,pusht.episodes150as100.json,51.56,45.31,,1.000,0.2,2
klowjob_2271112_29.log,,pusht,specaccept,long,256,43,,none,100,200,pusht.episodes150as100.json,55.86,43.75,,1.000,0.2,2
klowjob_2271112_3.log,,reacher,gdm,,128,45,10,,100,200,reacher_klow.ep100.t3.json,,,92.97,,,
klowjob_2271112_30.log,,pusht,specaccept,long,256,44,,none,100,200,pusht.episodes150as100.json,56.64,44.14,,1.000,0.2,2
klowjob_2271112_31.log,,pusht,specaccept,long,256,45,,none,100,200,pusht.episodes150as100.json,58.20,44.53,,1.000,0.2,2
klowjob_2271112_4.log,,reacher,gdm,,128,42,10,,100,200,reacher_klow.ep100.t4.json,,,95.31,,,
klowjob_2271112_5.log,,reacher,gdm,,128,43,10,,100,200,reacher_klow.ep100.t5.json,,,96.88,,,
klowjob_2271112_6.log,,reacher,gdm,,128,44,10,,100,200,reacher_klow.ep100.t6.json,,,95.31,,,
klowjob_2271112_7.log,,reacher,gdm,,128,45,10,,100,200,reacher_klow.ep100.t7.json,,,93.75,,,
klowjob_2271112_8.log,,reacher,specaccept,,128,42,10,,100,200,reacher_klow.ep100.t8.json,,,96.09,1.000,0.2,1
klowjob_2271112_9.log,,reacher,specaccept,,128,43,10,,100,200,reacher_klow.ep100.t9.json,,,97.66,1.000,0.2,1
pusht_auditjob_2270819_0.log,audit every-step k=8 (t150 test pop) seed=42,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,57.81,49.61,,,,
pusht_auditjob_2270819_1.log,audit every-step k=8 (t150 test pop) seed=43,pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,58.59,48.05,,,,
pusht_auditjob_2270819_10.log,audit tau-selection on VAL: tau=0.30 seed=42,pusht,specaccept,long,256,42,,none,150,300,pusht.episodes150.val.json,63.28,56.64,,0.417,0.3,8
pusht_auditjob_2270819_11.log,audit tau-selection on VAL: tau=0.30 seed=43,pusht,specaccept,long,256,43,,none,150,300,pusht.episodes150.val.json,64.06,57.81,,0.418,0.3,8
pusht_auditjob_2270819_2.log,audit every-step k=8 (t150 test pop) seed=44,pusht,gdm,long,256,44,,none,150,300,pusht.episodes150.json,59.38,50.00,,,,
pusht_auditjob_2270819_3.log,audit every-step k=8 (t150 test pop) seed=45,pusht,gdm,long,256,45,,none,150,300,pusht.episodes150.json,59.38,47.66,,,,
pusht_auditjob_2270819_4.log,audit tau-selection on VAL: tau=0.15 seed=42,pusht,specaccept,long,256,42,,none,150,300,pusht.episodes150.val.json,63.67,55.08,,0.608,0.15,8
pusht_auditjob_2270819_5.log,audit tau-selection on VAL: tau=0.15 seed=43,pusht,specaccept,long,256,43,,none,150,300,pusht.episodes150.val.json,63.28,54.30,,0.617,0.15,8
pusht_auditjob_2270819_6.log,audit tau-selection on VAL: tau=0.20 seed=42,pusht,specaccept,long,256,42,,none,150,300,pusht.episodes150.val.json,63.67,56.64,,0.494,0.2,8
pusht_auditjob_2270819_7.log,audit tau-selection on VAL: tau=0.20 seed=43,pusht,specaccept,long,256,43,,none,150,300,pusht.episodes150.val.json,65.23,54.30,,0.508,0.2,8
pusht_auditjob_2270819_8.log,audit tau-selection on VAL: tau=0.25 seed=42,pusht,specaccept,long,256,42,,none,150,300,pusht.episodes150.val.json,63.67,55.47,,0.456,0.25,8
pusht_auditjob_2270819_9.log,audit tau-selection on VAL: tau=0.25 seed=43,pusht,specaccept,long,256,43,,none,150,300,pusht.episodes150.val.json,63.67,56.25,,0.452,0.25,8
pusht_gamma0.25_s10_seed42.log,,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,56.64,42.58,,,,
pusht_gamma0.25_s10_seed43.log,,pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,57.42,44.53,,,,
pusht_gamma0.25_s25_seed42.log,,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,52.73,40.62,,,,
pusht_gamma0.25_s25_seed43.log,,pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,54.69,38.28,,,,
pusht_gamma0.5_s10_seed42.log,,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,59.38,46.88,,,,
pusht_gamma0.5_s10_seed43.log,,pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,57.03,44.14,,,,
pusht_gamma0.5_s25_seed42.log,,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,55.08,44.14,,,,
pusht_gamma0.5_s25_seed43.log,,pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,55.08,39.06,,,,
pusht_gamma0.75_s10_seed42.log,,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,59.38,48.05,,,,
pusht_gamma0.75_s10_seed43.log,,pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,57.81,51.17,,,,
pusht_gamma0.75_s25_seed42.log,,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,57.81,43.75,,,,
pusht_gamma0.75_s25_seed43.log,,pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,54.30,44.92,,,,
pusht_gamma0_s10_seed42.log,,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,56.64,42.58,,,,
pusht_gamma0_s10_seed43.log,,pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,57.81,44.14,,,,
pusht_gamma0_s10_seed44.log,,pusht,gdm,long,256,44,,none,150,300,pusht.episodes150.json,56.64,41.41,,,,
pusht_gamma0_s10_seed45.log,,pusht,gdm,long,256,45,,none,150,300,pusht.episodes150.json,55.47,39.84,,,,
pusht_gamma0_s25_seed42.log,,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,47.66,36.72,,,,
pusht_gamma0_s25_seed43.log,,pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,50.00,35.94,,,,
pusht_gamma0_s25_seed44.log,,pusht,gdm,long,256,44,,none,150,300,pusht.episodes150.json,51.17,39.45,,,,
pusht_gamma0_s25_seed45.log,,pusht,gdm,long,256,45,,none,150,300,pusht.episodes150.json,47.27,35.16,,,,
pusht_gamma1.0_s10_seed42.log,,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,57.81,47.66,,,,
pusht_gamma1.0_s10_seed43.log,,pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,59.38,51.17,,,,
pusht_gamma1.0_s10_seed44.log,,pusht,gdm,long,256,44,,none,150,300,pusht.episodes150.json,59.77,50.39,,,,
pusht_gamma1.0_s10_seed45.log,,pusht,gdm,long,256,45,,none,150,300,pusht.episodes150.json,59.38,48.05,,,,
pusht_gamma1.0_s25_seed42.log,,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,57.42,44.53,,,,
pusht_gamma1.0_s25_seed43.log,,pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,56.64,42.97,,,,
pusht_gamma1.0_s25_seed44.log,,pusht,gdm,long,256,44,,none,150,300,pusht.episodes150.json,59.38,46.48,,,,
pusht_gamma1.0_s25_seed45.log,,pusht,gdm,long,256,45,,none,150,300,pusht.episodes150.json,58.20,48.05,,,,
pusht_gamma1.25_s10_seed42.log,,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,60.55,50.00,,,,
pusht_gamma1.25_s10_seed43.log,,pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,58.20,49.61,,,,
pusht_gamma1.25_s25_seed42.log,,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,58.20,46.48,,,,
pusht_gamma1.25_s25_seed43.log,,pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,53.91,43.36,,,,
pusht_gamma1.5_s10_seed42.log,,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,55.47,42.19,,,,
pusht_gamma1.5_s10_seed43.log,,pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,53.12,42.97,,,,
pusht_gamma1.5_s25_seed42.log,,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,28.52,21.88,,,,
pusht_gamma1.5_s25_seed43.log,,pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,28.91,21.88,,,,
pusht_gamma2.0_s10_seed42.log,,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,8.98,3.52,,,,
pusht_gamma2.0_s10_seed43.log,,pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,7.81,3.52,,,,
pusht_gamma2.0_s25_seed42.log,,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,4.30,3.12,,,,
pusht_gamma2.0_s25_seed43.log,,pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,5.08,2.73,,,,
pusht_gammajob_2270817_0.log,"gamma-sweep: gamma=0 S=10 RH=2 seed=42 (t150, budget 300, n=256)",pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,56.64,42.58,,,,
pusht_gammajob_2270817_1.log,"gamma-sweep: gamma=0 S=10 RH=2 seed=43 (t150, budget 300, n=256)",pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,57.81,44.14,,,,
pusht_gammajob_2270817_12.log,"gamma-sweep: gamma=0.25 S=25 RH=5 seed=42 (t150, budget 300, n=256)",pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,52.73,40.62,,,,
pusht_gammajob_2270817_13.log,"gamma-sweep: gamma=0.25 S=25 RH=5 seed=43 (t150, budget 300, n=256)",pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,54.69,38.28,,,,
pusht_gammajob_2270817_16.log,"gamma-sweep: gamma=0.5 S=10 RH=2 seed=42 (t150, budget 300, n=256)",pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,59.38,46.88,,,,
pusht_gammajob_2270817_17.log,"gamma-sweep: gamma=0.5 S=10 RH=2 seed=43 (t150, budget 300, n=256)",pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,57.03,44.14,,,,
pusht_gammajob_2270817_2.log,"gamma-sweep: gamma=0 S=10 RH=2 seed=44 (t150, budget 300, n=256)",pusht,gdm,long,256,44,,none,150,300,pusht.episodes150.json,56.64,41.41,,,,
pusht_gammajob_2270817_20.log,"gamma-sweep: gamma=0.5 S=25 RH=5 seed=42 (t150, budget 300, n=256)",pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,55.08,44.14,,,,
pusht_gammajob_2270817_21.log,"gamma-sweep: gamma=0.5 S=25 RH=5 seed=43 (t150, budget 300, n=256)",pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,55.08,39.06,,,,
pusht_gammajob_2270817_24.log,"gamma-sweep: gamma=0.75 S=10 RH=2 seed=42 (t150, budget 300, n=256)",pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,59.38,48.05,,,,
pusht_gammajob_2270817_25.log,"gamma-sweep: gamma=0.75 S=10 RH=2 seed=43 (t150, budget 300, n=256)",pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,57.81,51.17,,,,
pusht_gammajob_2270817_28.log,"gamma-sweep: gamma=0.75 S=25 RH=5 seed=42 (t150, budget 300, n=256)",pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,57.81,43.75,,,,
pusht_gammajob_2270817_29.log,"gamma-sweep: gamma=0.75 S=25 RH=5 seed=43 (t150, budget 300, n=256)",pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,54.30,44.92,,,,
pusht_gammajob_2270817_3.log,"gamma-sweep: gamma=0 S=10 RH=2 seed=45 (t150, budget 300, n=256)",pusht,gdm,long,256,45,,none,150,300,pusht.episodes150.json,55.47,39.84,,,,
pusht_gammajob_2270817_32.log,"gamma-sweep: gamma=1.0 S=10 RH=2 seed=42 (t150, budget 300, n=256)",pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,57.81,47.66,,,,
pusht_gammajob_2270817_33.log,"gamma-sweep: gamma=1.0 S=10 RH=2 seed=43 (t150, budget 300, n=256)",pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,59.38,51.17,,,,
pusht_gammajob_2270817_34.log,"gamma-sweep: gamma=1.0 S=10 RH=2 seed=44 (t150, budget 300, n=256)",pusht,gdm,long,256,44,,none,150,300,pusht.episodes150.json,59.77,50.39,,,,
pusht_gammajob_2270817_35.log,"gamma-sweep: gamma=1.0 S=10 RH=2 seed=45 (t150, budget 300, n=256)",pusht,gdm,long,256,45,,none,150,300,pusht.episodes150.json,59.38,48.05,,,,
pusht_gammajob_2270817_36.log,"gamma-sweep: gamma=1.0 S=25 RH=5 seed=42 (t150, budget 300, n=256)",pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,57.42,44.53,,,,
pusht_gammajob_2270817_37.log,"gamma-sweep: gamma=1.0 S=25 RH=5 seed=43 (t150, budget 300, n=256)",pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,56.64,42.97,,,,
pusht_gammajob_2270817_38.log,"gamma-sweep: gamma=1.0 S=25 RH=5 seed=44 (t150, budget 300, n=256)",pusht,gdm,long,256,44,,none,150,300,pusht.episodes150.json,59.38,46.48,,,,
pusht_gammajob_2270817_39.log,"gamma-sweep: gamma=1.0 S=25 RH=5 seed=45 (t150, budget 300, n=256)",pusht,gdm,long,256,45,,none,150,300,pusht.episodes150.json,58.20,48.05,,,,
pusht_gammajob_2270817_4.log,"gamma-sweep: gamma=0 S=25 RH=5 seed=42 (t150, budget 300, n=256)",pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,47.66,36.72,,,,
pusht_gammajob_2270817_40.log,"gamma-sweep: gamma=1.25 S=10 RH=2 seed=42 (t150, budget 300, n=256)",pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,60.55,50.00,,,,
pusht_gammajob_2270817_41.log,"gamma-sweep: gamma=1.25 S=10 RH=2 seed=43 (t150, budget 300, n=256)",pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,58.20,49.61,,,,
pusht_gammajob_2270817_44.log,"gamma-sweep: gamma=1.25 S=25 RH=5 seed=42 (t150, budget 300, n=256)",pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,58.20,46.48,,,,
pusht_gammajob_2270817_45.log,"gamma-sweep: gamma=1.25 S=25 RH=5 seed=43 (t150, budget 300, n=256)",pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,53.91,43.36,,,,
pusht_gammajob_2270817_48.log,"gamma-sweep: gamma=1.5 S=10 RH=2 seed=42 (t150, budget 300, n=256)",pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,55.47,42.19,,,,
pusht_gammajob_2270817_49.log,"gamma-sweep: gamma=1.5 S=10 RH=2 seed=43 (t150, budget 300, n=256)",pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,53.12,42.97,,,,
pusht_gammajob_2270817_5.log,"gamma-sweep: gamma=0 S=25 RH=5 seed=43 (t150, budget 300, n=256)",pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,50.00,35.94,,,,
pusht_gammajob_2270817_52.log,"gamma-sweep: gamma=1.5 S=25 RH=5 seed=42 (t150, budget 300, n=256)",pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,28.52,21.88,,,,
pusht_gammajob_2270817_53.log,"gamma-sweep: gamma=1.5 S=25 RH=5 seed=43 (t150, budget 300, n=256)",pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,28.91,21.88,,,,
pusht_gammajob_2270817_56.log,"gamma-sweep: gamma=2.0 S=10 RH=2 seed=42 (t150, budget 300, n=256)",pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,8.98,3.52,,,,
pusht_gammajob_2270817_57.log,"gamma-sweep: gamma=2.0 S=10 RH=2 seed=43 (t150, budget 300, n=256)",pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,7.81,3.52,,,,
pusht_gammajob_2270817_6.log,"gamma-sweep: gamma=0 S=25 RH=5 seed=44 (t150, budget 300, n=256)",pusht,gdm,long,256,44,,none,150,300,pusht.episodes150.json,51.17,39.45,,,,
pusht_gammajob_2270817_60.log,"gamma-sweep: gamma=2.0 S=25 RH=5 seed=42 (t150, budget 300, n=256)",pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,4.30,3.12,,,,
pusht_gammajob_2270817_61.log,"gamma-sweep: gamma=2.0 S=25 RH=5 seed=43 (t150, budget 300, n=256)",pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,5.08,2.73,,,,
pusht_gammajob_2270817_7.log,"gamma-sweep: gamma=0 S=25 RH=5 seed=45 (t150, budget 300, n=256)",pusht,gdm,long,256,45,,none,150,300,pusht.episodes150.json,47.27,35.16,,,,
pusht_gammajob_2270817_8.log,"gamma-sweep: gamma=0.25 S=10 RH=2 seed=42 (t150, budget 300, n=256)",pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,56.64,42.58,,,,
pusht_gammajob_2270817_9.log,"gamma-sweep: gamma=0.25 S=10 RH=2 seed=43 (t150, budget 300, n=256)",pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,57.42,44.53,,,,
pusht_gc_short_seed42.log,,pusht,gdm,short,256,42,,success5,25,50,,99.22,96.88,,,,
pusht_gc_short_seed43.log,,pusht,gdm,short,256,43,,success5,25,50,,98.05,97.27,,,,
pusht_gc_short_seed44.log,,pusht,gdm,short,256,44,,success5,25,50,,99.22,98.05,,,,
pusht_gc_short_seed45.log,,pusht,gdm,short,256,45,,success5,25,50,,99.22,98.05,,,,
pusht_gc_t150_seed42.log,,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,58.98,57.03,,,,
pusht_gc_t150_seed43.log,,pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,60.16,53.91,,,,
pusht_gc_t150_seed44.log,,pusht,gdm,long,256,44,,none,150,300,pusht.episodes150.json,61.72,55.08,,,,
pusht_gc_t150_seed45.log,,pusht,gdm,long,256,45,,none,150,300,pusht.episodes150.json,59.38,56.64,,,,
pusht_gcjob_2271178_0.log,gc-ablation: short seed=42,pusht,gdm,short,256,42,,success5,25,50,,99.22,96.88,,,,
pusht_gcjob_2271178_1.log,gc-ablation: short seed=43,pusht,gdm,short,256,43,,success5,25,50,,98.05,97.27,,,,
pusht_gcjob_2271178_2.log,gc-ablation: short seed=44,pusht,gdm,short,256,44,,success5,25,50,,99.22,98.05,,,,
pusht_gcjob_2271178_3.log,gc-ablation: short seed=45,pusht,gdm,short,256,45,,success5,25,50,,99.22,98.05,,,,
pusht_gcjob_2271178_4.log,gc-ablation: t150 seed=42,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,58.98,57.03,,,,
pusht_gcjob_2271178_5.log,gc-ablation: t150 seed=43,pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,60.16,53.91,,,,
pusht_gcjob_2271178_6.log,gc-ablation: t150 seed=44,pusht,gdm,long,256,44,,none,150,300,pusht.episodes150.json,61.72,55.08,,,,
pusht_gcjob_2271178_7.log,gc-ablation: t150 seed=45,pusht,gdm,long,256,45,,none,150,300,pusht.episodes150.json,59.38,56.64,,,,
pusht_gdmk1_t100_seed42.log,,pusht,gdm,long,256,42,,none,100,200,pusht.episodes150as100.json,56.25,43.36,,,,
pusht_gdmk1_t100_seed43.log,,pusht,gdm,long,256,43,,none,100,200,pusht.episodes150as100.json,54.69,45.70,,,,
pusht_gdmk1_t100_seed44.log,,pusht,gdm,long,256,44,,none,100,200,pusht.episodes150as100.json,54.30,41.02,,,,
pusht_gdmk1_t100_seed45.log,,pusht,gdm,long,256,45,,none,100,200,pusht.episodes150as100.json,58.20,40.62,,,,
pusht_gdmk2_t100_seed42.log,,pusht,gdm,long,256,42,,none,100,200,pusht.episodes150as100.json,53.12,46.09,,,,
pusht_gdmk2_t100_seed43.log,,pusht,gdm,long,256,43,,none,100,200,pusht.episodes150as100.json,55.86,41.80,,,,
pusht_gdmk2_t100_seed44.log,,pusht,gdm,long,256,44,,none,100,200,pusht.episodes150as100.json,53.52,44.92,,,,
pusht_gdmk2_t100_seed45.log,,pusht,gdm,long,256,45,,none,100,200,pusht.episodes150as100.json,57.42,43.75,,,,
pusht_gdmk4_t100_seed42.log,,pusht,gdm,long,256,42,,none,100,200,pusht.episodes150as100.json,63.67,53.91,,,,
pusht_gdmk4_t100_seed43.log,,pusht,gdm,long,256,43,,none,100,200,pusht.episodes150as100.json,64.06,50.39,,,,
pusht_gdmk4_t100_seed44.log,,pusht,gdm,long,256,44,,none,100,200,pusht.episodes150as100.json,62.50,49.22,,,,
pusht_gdmk4_t100_seed45.log,,pusht,gdm,long,256,45,,none,100,200,pusht.episodes150as100.json,62.89,50.00,,,,
pusht_gdmk4_t150_seed42.log,,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,57.81,46.88,,,,
pusht_gdmk4_t150_seed43.log,,pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,58.59,45.31,,,,
pusht_gdmk4_t150_seed44.log,,pusht,gdm,long,256,44,,none,150,300,pusht.episodes150.json,60.16,47.66,,,,
pusht_gdmk4_t150_seed45.log,,pusht,gdm,long,256,45,,none,150,300,pusht.episodes150.json,57.03,49.22,,,,
pusht_gdmk8_t100_seed42.log,,pusht,gdm,long,256,42,,none,100,200,pusht.episodes150as100.json,64.45,53.91,,,,
pusht_gdmk8_t100_seed43.log,,pusht,gdm,long,256,43,,none,100,200,pusht.episodes150as100.json,62.50,50.78,,,,
pusht_gdmk8_t100_seed44.log,,pusht,gdm,long,256,44,,none,100,200,pusht.episodes150as100.json,64.45,53.91,,,,
pusht_gdmk8_t100_seed45.log,,pusht,gdm,long,256,45,,none,100,200,pusht.episodes150as100.json,64.84,53.91,,,,
pusht_gdmk8_t150_seed42.log,,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,57.81,49.61,,,,
pusht_gdmk8_t150_seed43.log,,pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,58.59,48.05,,,,
pusht_gdmk8_t150_seed44.log,,pusht,gdm,long,256,44,,none,150,300,pusht.episodes150.json,59.38,50.00,,,,
pusht_gdmk8_t150_seed45.log,,pusht,gdm,long,256,45,,none,150,300,pusht.episodes150.json,59.38,47.66,,,,
pusht_hz_2270740_0.log,pusht-horizon arm=baseline offset=25 budget=50 seed=42,pusht,baseline,long,256,42,,none,25,50,pusht.episodes150as25.json,94.14,90.23,,,,
pusht_hz_2270740_1.log,pusht-horizon arm=baseline offset=25 budget=50 seed=43,pusht,baseline,long,256,43,,none,25,50,pusht.episodes150as25.json,96.88,90.23,,,,
pusht_hz_2270740_10.log,pusht-horizon arm=s25gdm offset=25 budget=50 seed=42,pusht,gdm,long,256,42,,none,25,50,pusht.episodes150as25.json,86.72,80.08,,,,
pusht_hz_2270740_11.log,pusht-horizon arm=s25gdm offset=25 budget=50 seed=43,pusht,gdm,long,256,43,,none,25,50,pusht.episodes150as25.json,88.67,81.64,,,,
pusht_hz_2270740_12.log,pusht-horizon arm=s25gdm offset=50 budget=100 seed=42,pusht,gdm,long,256,42,,none,50,100,pusht.episodes150as50.json,78.91,62.11,,,,
pusht_hz_2270740_13.log,pusht-horizon arm=s25gdm offset=50 budget=100 seed=43,pusht,gdm,long,256,43,,none,50,100,pusht.episodes150as50.json,76.56,62.89,,,,
pusht_hz_2270740_14.log,pusht-horizon arm=s25gdm offset=75 budget=150 seed=42,pusht,gdm,long,256,42,,none,75,150,pusht.episodes150as75.json,69.14,55.08,,,,
pusht_hz_2270740_15.log,pusht-horizon arm=s25gdm offset=75 budget=150 seed=43,pusht,gdm,long,256,43,,none,75,150,pusht.episodes150as75.json,72.66,57.81,,,,
pusht_hz_2270740_16.log,pusht-horizon arm=s25gdm offset=100 budget=200 seed=42,pusht,gdm,long,256,42,,none,100,200,pusht.episodes150as100.json,65.62,49.61,,,,
pusht_hz_2270740_17.log,pusht-horizon arm=s25gdm offset=100 budget=200 seed=43,pusht,gdm,long,256,43,,none,100,200,pusht.episodes150as100.json,66.80,50.00,,,,
pusht_hz_2270740_18.log,pusht-horizon arm=s25gdm offset=150 budget=300 seed=42,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,55.47,43.36,,,,
pusht_hz_2270740_19.log,pusht-horizon arm=s25gdm offset=150 budget=300 seed=43,pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,56.25,43.36,,,,
pusht_hz_2270740_2.log,pusht-horizon arm=baseline offset=50 budget=100 seed=42,pusht,baseline,long,256,42,,none,50,100,pusht.episodes150as50.json,70.70,59.38,,,,
pusht_hz_2270740_20.log,pusht-horizon arm=s10gdm offset=25 budget=50 seed=42,pusht,gdm,long,256,42,,none,25,50,pusht.episodes150as25.json,87.11,82.03,,,,
pusht_hz_2270740_21.log,pusht-horizon arm=s10gdm offset=25 budget=50 seed=43,pusht,gdm,long,256,43,,none,25,50,pusht.episodes150as25.json,87.11,83.59,,,,
