rel,accepted,state_dist
0.069895,1,0.008716
0.302639,0,0.129107
0.147899,1,0.087706
0.556701,0,0.288791
0.052062,1,0.018833
0.221233,0,0.054188
0.274201,0,0.068544
0.121223,1,0.089812
0.204407,0,0.088114
1.353878,0,2.804315
0.331216,0,0.127627
0.420584,0,0.136384
0.655141,0,0.250805
0.167335,1,0.013818
0.294051,0,0.139801
0.198118,1,0.112703
0.152847,1,0.060769
0.212869,0,0.061341
0.195957,1,0.070737
0.073340,1,0.040470
0.121813,1,0.058662
0.228223,0,0.095787
0.189719,1,0.148117
0.064413,1,0.011848
0.117383,1,0.039178
0.186956,1,0.058802
0.060464,1,0.033422
0.306661,0,0.189922
0.051596,1,0.021726
0.027053,1,0.011953
0.087509,1,0.041642
1.390007,0,1.454018
0.103647,1,0.050185
0.212768,0,0.038191
0.348209,0,0.195185
0.098586,1,0.034707
0.485108,0,0.210554
0.049543,1,0.017808
0.260184,0,0.152773
0.194414,1,0.070456
0.266737,0,0.068416
0.059955,1,0.037979
0.085367,1,0.027820
0.240398,0,0.068579
0.032063,1,0.000589
0.132053,1,0.051947
0.074869,1,0.016493
0.086671,1,0.040777
0.354953,0,0.086696
1.347533,0,2.905405
0.183023,1,0.120141
0.322771,0,0.135428
0.373427,0,0.153277
0.093722,1,0.032195
0.096695,1,0.040852
0.038191,1,0.015954
0.169667,1,0.052524
0.287015,0,0.184192
0.156833,1,0.044091
0.089260,1,0.048187
0.154034,1,0.072593
0.157977,1,0.042182
0.113382,1,0.048433
0.590419,0,0.311389
0.868627,0,0.360665
0.061767,1,0.034613
0.269157,0,0.113153
0.122647,1,0.055171
0.232561,0,0.116204
0.387183,0,0.163109
0.057183,1,0.016843
0.318014,0,0.155349
0.114758,1,0.044194
0.064047,1,0.026439
0.745796,0,0.266455
0.074655,1,0.038330
0.618058,0,0.286354
0.695642,0,0.234768
0.323909,0,0.153164
0.377683,0,0.148125
0.020894,1,0.020412
0.069075,1,0.018474
0.870501,0,0.285135
0.158017,1,0.067067
0.370397,0,0.261426
0.331474,0,0.134836
0.258714,0,0.057834
0.038764,1,0.018860
0.047665,1,0.010682
0.218658,0,0.038690
0.335303,0,0.179159
0.261545,0,0.093704
0.129530,1,0.037098
1.053984,0,2.271127
0.126378,1,0.044633
0.347021,0,0.139611
0.194211,1,0.092534
0.155820,1,0.058496
0.646953,0,0.389863
0.285178,0,0.075371
0.641132,0,0.366500
0.056985,1,0.007306
0.043280,1,0.029927
0.294103,0,0.091418
0.065757,1,0.007881
0.862098,0,0.347766
0.248783,0,0.126981
0.575791,0,0.259920
0.159083,1,0.043961
0.430199,0,0.247428
0.245444,0,0.097479
